time_s,run_1_4-tenso raketa-filtered-regression.txt_thrust_N,run_2_4-tenso raketa-filtered-regression_05_hf1.txt_thrust_N,run_3_4-tenso raketa-filtered-regression_05_hf4.txt_thrust_N,run_4_4-tenso raketa-filtered-regression_05_hf5.txt_thrust_N,run_5_THRUST-testdata.txt_thrust_N
0.088,4560.101351900092,3064.6692503374284,4677.650620201228,4413.593211276469,4120.220603964232
0.09,4552.15098741995,3043.520110016817,4687.263627595603,4422.520099930296,4122.132390375432
0.092,4546.075027388593,3010.953149473949,4695.611482379656,4426.776876802256,4123.845359106543
0.094,4541.668836038678,2980.443264111423,4702.060259035889,4426.872296997042,4125.139631701221
0.096,4538.828978606638,2963.4373893877546,4706.2447839908855,4424.725540156051,4125.898180475602
0.098,4537.724444177357,2967.1163369464402,4708.172644629449,4423.1205416901175,4126.26455198337
0.1,4538.61652601112,2990.4770433315953,4708.445071781324,4424.4888915995625,4126.677462514066
0.10200000000000001,4541.690034210611,3027.0196352089206,4707.862249560851,4430.041671544691,4127.734562845381
0.10400000000000001,4546.7370290274675,3066.6502754894927,4707.23132069609,4439.409951882359,4129.932480134225
0.106,4552.975078868876,3099.3447231876894,4707.065171664658,4450.70560059125,4133.402820458516
